Id;Name;Link;Categories;Price;Wholesale price;Features;Description
454;Błękitna planeta 2 (3BD);blekitna-planeta-2-3bd;1012|1002|1000;40.6423;36.58;Producent@Best Film|Tytuł oryginalny@Blue Planet II|Gatunek@Dokumentalny|Gatunek@Przyrodniczy|Reżyseria@Brownlow Mark|Obsada@Attenborough David|Muzyka@ David Fleming|Czas trwania [min]@435|Kraj produkcji@Wielka Brytania|Rok produkcji@2017|Nośnik@Blu-ray|Liczba nośników@3|Napisy@Polskie|Dźwięk@Angielski 5.1 DTS-HD|Dźwięk@Polski 5.1 DTS-HD (lektor)|Format obrazu@16:9|Dodatkowo na płycie@Making of;"<p>""Błękitna planeta 2"" to przedsięwzięcie przełomowe. Wraz z kolejnym pokoleniem i rozwojem technologii, BBC powraca do podwodnego świata w drugiej odsłonie swojej sztandarowej produkcji. Nikt nigdy wcześniej nie zrealizował tak zapierających dech w piersiach, podwodnych zdjęć. Oto inspirująca podróż po największej, a jednocześnie najmniej znanej krainie naszej planety - tajemniczym świecie mórz i oceanów.Cztery lata pracy 25-osobowego zespołu, 125 ekspedycji do 39 krajów na wszystkich kontynentach i ponad 6 tys. godz. pod wodą - tyle wysiłku kosztowała ""Błękitna planeta 2"". Dzięki niesamowitej wytrwałości, pasji i zaangażowaniu powstała produkcja, która umożliwia widzom uchwycenie życia niezwykłych morskich stworzeń, przenosząc w ich magiczne światy. W tej niezwykłej podróży towarzyszy widzom Sir David Attenborough, a całą serię doskonale dopełnia muzyka Hansa Zimmera oraz zespołu Radiohead.</p>"
62;Błękitna planeta 2 (4DVD);blekitna-planeta-2-4dvd;1004|1001|1000;8.122;7.31;Producent@Best Film|Tytuł oryginalny@Blue Planet II|Gatunek@Dokumentalny|Gatunek@Przyrodniczy|Reżyseria@Brownlow Mark|Obsada@Attenborough David|Muzyka@ David Fleming|Czas trwania [min]@435|Kraj produkcji@Wielka Brytania|Rok produkcji@2017|Nośnik@DVD|Liczba nośników@4|Napisy@Polskie|Dźwięk@Angielski 5.1 Dolby Digital|Dźwięk@Polski 5.1 Dolby Digital (lektor)|Format obrazu@16:9|Dodatkowo na płycie@Making of;"<p>""Błękitna planeta 2"" to przedsięwzięcie przełomowe. Wraz z kolejnym pokoleniem i rozwojem technologii, BBC powraca do podwodnego świata w drugiej odsłonie swojej sztandarowej produkcji. Nikt nigdy wcześniej nie zrealizował tak zapierających dech w piersiach, podwodnych zdjęć. Oto inspirująca podróż po największej, a jednocześnie najmniej znanej krainie naszej planety - tajemniczym świecie mórz i oceanów.Cztery lata pracy 25-osobowego zespołu, 125 ekspedycji do 39 krajów na wszystkich kontynentach i ponad 6 tys. godz. pod wodą - tyle wysiłku kosztowała ""Błękitna planeta 2"". Dzięki niesamowitej wytrwałości, pasji i zaangażowaniu powstała produkcja, która umożliwia widzom uchwycenie życia niezwykłych morskich stworzeń, przenosząc w ich magiczne światy. W tej niezwykłej podróży towarzyszy widzom Sir David Attenborough, a całą serię doskonale dopełnia muzyka Hansa Zimmera oraz zespołu Radiohead.</p>"
688;Captain America: Pierwsze starcie (BD) Kolekcja Marvel;captain-america-pierwsze-starcie-bd-kolekcja-marvel;1018|1002|1000;40.6423;36.58;Producent@Galapagos|Tytuł oryginalny@Captain America: The First Avenger|Gatunek@Akcja|Reżyseria@Johnston Joe|Obsada@Atwell Hayley|Obsada@Evans Chris|Obsada@Jones Tommy Lee|Scenariusz@Christopher Markus|Scenariusz@Stephen McFeely|Muzyka@Alan Silvestri|Czas trwania [min]@124|Seria@Kolekcja Marvel|Kraj produkcji@USA|Rok produkcji@2011|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie (dla niesłyszących)|Napisy@Polskie|Dźwięk@Angielski 7.1 DTS-HD-MA|Dźwięk@Polski 7.1 DTS-HD-MA (lektor)|Dodatkowo na płycie@Marvel - jedno ujęcie: Ciekawa rzecz spotkała nas przy Młocie Thora Reportaże Sceny niewykorzystane;<p>Hity Marvel Studios w nowym, kolekcjonerskim wydaniu. Kapitan Ameryka (Chris Evans) przewodzi walce o wolność! Światu i jego mieszkańcom zagraża śmiertelne niebezpieczeństwo. Do akcji wkracza najlepszy z najlepszych - żołnierz, który wypowiada wojnę organizacji HYDRA i jej bezwzględnemu przywódcy, znanemu jako Red Skull (Hugo Weaving, Matrix).</p>
503;Cicha noc (BD);cicha-noc-bd;1013|1002|1000|1016;24.3821;21.94;Producent@Galapagos|Tytuł oryginalny@Cicha noc|Gatunek@Dramat|Gatunek@Komedia|Reżyseria@Piotr Domalewski|Obsada@Dawid Ogrodnik|Obsada@Ziętek Tomasz|Scenariusz@Piotr Domalewski|Muzyka@Wacław Zimpel|Czas trwania [min]@101|Kraj produkcji@Polska|Rok produkcji@2017|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie|Dźwięk@Polski 5.1 DTS-HD-MA|Format obrazu@16:9|Dodatkowo na płycie@Zwiastun Making of;<p>Pracujący za granicą Adam niespodziewanie wraca do rodzinnego domu na Boże Narodzenie. Nikt z krewnych nie spodziewa się, jak wielki wpływ na ich życie będą miały dalsze wydarzenia wigilijnej nocy.</p>
590;Ciemno, prawie noc (BD);ciemno-prawie-noc-bd;1015|1002|1000;32.5122;29.26;Producent@Alterdystrybucja|Tytuł oryginalny@Ciemno, prawie noc|Gatunek@Kryminalny|Gatunek@Thriller|Reżyseria@Lankosz Borys|Obsada@Cielecka Magdalena|Obsada@Dorociński Marcin|Scenariusz@Borys Lankosz|Scenariusz@Magdalena Lankosz|Muzyka@Marcin Stańczyk|Czas trwania [min]@114|Kraj produkcji@Polska|Rok produkcji@2019|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie|Napisy@Polskie dla niesłyszących|Dźwięk@Audiodeskrypcja|Dźwięk@Polski 5.1 DTS-HD-MA|Format obrazu@1.85:1|Dodatkowo na płycie@zwiastuny filmu making of klipy: A. Buzek, M.Cielecka, M.Dorociński wiersz|Region@A|Region@B|Region@C;<p>Ekranizacja głośnej, uhonorowanej nagrodą literacką NIKE, powieści Joanny Bator pt.: „Ciemno, prawie noc”. To film producentów „Ostatniej Rodziny” w reżyserii Borysa Lankosza („Ziarno prawdy”, „Rewers”) z gwiazdorską obsadą: Magdalena CieleckaMarcin Dorociński, Dawid Ogrodnik, Aleksandra Konieczna, Eliza Rycembel, Jerzy Trela, Dorota Kolak, Agata Buzek Piotr Fronczewski i Roma Gąsiorowska.Kiedy Wałbrzychem wstrząsa seria tajemniczych zaginięć dzieci, do miasta przybywa dziennikarka Alicja Tabor (Magdalena Cielecka). Powracająca po latach w rodzinne strony, nieustępliwa reporterka chce rozwikłać zagadkę. W trakcie prywatnego śledztwa Alicja – dość nieoczekiwanie – wpada na trop dramatycznych wydarzeń, które swój początek miały dekady temu.  Dążąc do odkrycia prawdy, dziennikarka będzie musiała stawić czoła tajemnicy swojego dzieciństwa i szokującym sekretom własnej rodziny. Czy wygra starcie ze złem i uratuje niewinnych? Czasu zostało niewiele.</p>
144;Climax (DVD);climax-dvd;1005|1001|1000;16.252;14.63;Producent@Dasan|Tytuł oryginalny@Climax|Gatunek@Dramat|Reżyseria@Noe Gaspar|Obsada@Boutella Sofia|Obsada@Romain Guillermic|Scenariusz@Gaspar Noe|Czas trwania [min]@95|Kraj produkcji@Francja|Rok produkcji@2018|Nośnik@DVD|Liczba nośników@1|Napisy@Polskie|Dźwięk@Francuski 5.1 Dolby Digital|Format obrazu@16:9;<p>Inspirowana autentycznymi wydarzeniami opowieść o grupie tancerzy, którzy w pewną zimową noc spotykają się w opuszczonej szkole na odludziu. Taneczna próba w rytm przebojów Daft Punk, Aphex Twin i Soft Cell szybko zamienia się w pełną seksualnego napięcia imprezę. Gdy wychodzi na jaw, że domowej roboty sangrię ktoś doprawił narkotykami, dzika zabawa w zamkniętym budynku przeradza się w ekstremalny, psychodeliczny trip</p>
513;Co się wydarzyło w Madison County (BD);co-sie-wydarzylo-w-madison-county-bd;1013|1002|1000;32.5122;29.26;Producent@Galapagos|Tytuł oryginalny@Bridges of Madison County|Gatunek@Melodramat|Reżyseria@Eastwood Clint|Obsada@Eastwood Clint|Obsada@Streep Meryl|Scenariusz@Richard LaGravenese|Muzyka@Lennie Niehaus|Czas trwania [min]@135|Kraj produkcji@USA|Rok produkcji@1995|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie|Napisy@Czeskie|Napisy@Francuskie|Napisy@Hiszpańskie|Napisy@Koreańskie|Napisy@Niemieckie|Napisy@Polskie|Napisy@Portugalskie|Napisy@Rumuńskie|Napisy@Węgierskie|Napisy@Włoskie|Dźwięk@DTS-HD Master Audio 5.1|Dodatkowo na płycie@Zwiastun filmowy Komentarz Joela Cox'a i Jacka N. Green'a Historia miłosna w starym stylu - materiały zza kulis Teledysk;<p><br>      Fotograf National Geographic Robert Kincaid, podróżujący po całym świecie i gospodyni domowa ze stanu Iowa, Francesca Johnson, nie szukają okazji, aby zmienić swoje życie. Każde znich już od dawna nie oczkuje istotnych zmian w życiu. Jednak wystarczyły cztery dni, aby oboje przekonali się, że właśnie odnaleźli miłość swojego życia. Mistrzowska reżyseria Clinta Eastwooda. W rolach głównych - Meryl Streep i Clint Eastwood. Klasyka kina romantycznego po raz pierwszy na Blu-ray!<br></p>
428;Coco (BD);coco-bd;1011|1002|1000|1018;44.6341;40.17;Producent@Galapagos|Tytuł oryginalny@Coco|Gatunek@Animowany|Gatunek@Familijny|Gatunek@Przygodowy|Reżyseria@Adrian Molina|Reżyseria@Lee Unkrich|Obsada@Opania Bartosz|Obsada@Stuhr Maciej|Scenariusz@Adrian Molina|Scenariusz@Matthew Aldrich|Muzyka@Michael Giacchino|Czas trwania [min]@105|Kraj produkcji@USA|Rok produkcji@2017|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie|Napisy@Angielskie (dla niesłyszących)|Napisy@Polskie|Napisy@Rosyjskie|Dźwięk@Angielski 7.1 DTS-HD-MA|Dźwięk@Polski 5.1 Dolby Digital (dubbing)|Dźwięk@Rosyjski 5.1 Dolby Digital|Dodatkowo na płycie@Fiesta się zaczyna Rodzina Dante Jak narysować szkielet;<p>Disney•Pixar przedstawia niezwykle barwną, zabawną i pełną przygód opowieść o rodzinie! Marzący o karierze muzycznej chłopiec imieniem Miguel, przypadkiem trafia do magicznej krainy przodków. Na miejscu zaprzyjaźnia się z sympatycznym oszustem Héctorem, który pomaga mu odkryć tajemniczą historię jego rodziny.</p>
15;Corgi, psiak Królowej (DVD) + Książka;corgi-psiak-krolowej-dvd-ksiazka;1003|1001|1000;8.122;7.31;Producent@Dasan|Tytuł oryginalny@The Queen's Corgi|Gatunek@Animowany|Reżyseria@Ben Stassen|Reżyseria@KestelootVincent|Obsada@Głowacki Piotr|Obsada@Rafał Zawierucha|Scenariusz@Johnny Smith|Scenariusz@Rob Sprackling|Muzyka@Ramin Djawadi|Czas trwania [min]@82|Kraj produkcji@Belgia|Rok produkcji@2019|Nośnik@DVD|Liczba nośników@1|Napisy@Brak|Dźwięk@Polski 5.1 Dolby Digital (dubbing)|Format obrazu@16:9|Dodatkowo na płycie@Zwiastun;<p>Pomerdana komedia z psich wyższych sfer! Film twórców takich hitów jak „Gnomeo i Julia”, „Żółwik Sammy” i „Mała Wielka Stopa”. Szalone przygody, nie tylko angielski humor i bohaterowie, których nie sposób nie pokochać!Rex to nieziemsko rozpuszczony śliczny mały corgi, ulubiony piesek brytyjskiej królowej. Mieszka w Pałacu Buckingham, pławiąc się w iście królewskich luksusach i powszechnym uwielbieniu. Jego wypielęgnowana łapa nie postała nigdy w zwykłym parku, a ulicznego mieszańca nie chciałby obwąchać nawet przez ogrodzenie. Jednak pewnego dnia na skutek szalonego zbiegu okoliczności Rex traci swoją pozycję w pałacu i trafia do londyńskiego schroniska. Otoczony przez gromadę twardych czworonogów, które z niejednego śmietnika kości żarły, musi nauczyć się, co to znaczy być zwyczajnym psem: na kogo warczeć, a komu pomerdać i jak pogonić kota kotu. Próbując odnaleźć drogę do domu, Rex odkryje, że prawdziwych przyjaciół nie poznaje się po pięknie wyczesanej sierści, ale po tym, że w potrzebie potrafią wyciągnąć do ciebie pomocną łapę.</p>
209;Countdown (DVD) + Książka;countdown-dvd-ksiazka;1007|1001|1000;8.122;7.31;Producent@Dasan|Tytuł oryginalny@Countdown|Gatunek@Horror|Reżyseria@Justin Dec|Obsada@Elizabeth Lail|Obsada@Jordan Calloway|Scenariusz@Justin Dec|Muzyka@Danny Bensi|Czas trwania [min]@87|Kraj produkcji@USA|Rok produkcji@2019|Nośnik@DVD|Liczba nośników@1|Napisy@Polskie|Dźwięk@Angielski 5.1 Dolby Digital|Dźwięk@Polski 5.1 Dolby Digital (lektor)|Format obrazu@16:9;<p>Chciałbyś poznać datę swojej śmierci? Nawet jeśli wypada dzisiaj?  Ciekawość to pierwszy stopień do piekła…Ruth wraz z grupą przyjaciół dla zabawy ściąga na smartfon tajemniczą aplikację, która ma przewidywać datę śmierci użytkownika. Śmiech szybko zmienia się w przerażenie. W internecie zaczynają pojawiać się doniesienia o tajemniczych zgonach użytkowników aplikacji… dokładnie w dniach przez nią zapowiedzianych. Ruth ma umrzeć za 3 dni i 7 godzin. Czy zdoła odwrócić przeznaczenie?</p>
487;Creed II (BD);creed-ii-bd;1013|1002|1000;44.6341;40.17;Producent@Galapagos|Tytuł oryginalny@Creed II|Gatunek@Dramat|Gatunek@Sportowy|Reżyseria@Steven Caple Jr.|Obsada@Jordan Michael B.|Obsada@Stallone Sylvester|Scenariusz@Juel Taylor|Scenariusz@Sylvester Stallone|Muzyka@Ludwig Goransson|Czas trwania [min]@130|Kraj produkcji@USA|Rok produkcji@2018|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie|Napisy@Angielskie (dla niesłyszących)|Napisy@Polskie|Napisy@Rosyjskie|Dźwięk@Angielski Dolby Atmos TrueHD|Dźwięk@Polski Dolby Atmos TrueHD|Dźwięk@Rosyjski Dolby Atmos TrueHD|Dodatkowo na płycie@Sceny niewykorzystane Ojcowie i synowie Rola Viktora Drago Kobiety w filmie Creed II Spuścizna Rocky'ego;<p>Po wielkim sukcesie kasowym i prestiżowym (m.in. nominacja do Oscara i Złoty Glob dla Sylvestra Stallone), opowieść o Adonisie Creedzie i Rockym Balboa doczekała się dalszego ciągu. Adonis Creed (Michael B. Jordan) stara się pogodzić sprawy osobiste z treningami do najważniejszego bokserskiego starcia w karierze. Będzie musiał stanąć na ringu do walki z przeciwnikiem związanym z tragedią, która dotknęła niegdyś jego rodzinę. Adonis wciąż ma jednak w swym narożniku Rocky’ego Balboę (Sylvester Stallone), który wspiera go we wszystkich trudnych chwilach. Razem stawią czoło demonom przeszłości, poddadzą w wątpliwość wyznawane wartości i staną w obronie wspólnego dziedzictwa.</p>
405;Cudowny chłopak (BD);cudowny-chlopak-bd;1011|1002|1000|1013|1016;8.122;7.31;Producent@Dasan|Tytuł oryginalny@Wonder|Gatunek@Dramat|Gatunek@Familijny|Gatunek@Komedia|Reżyseria@Chbosky Stephen|Obsada@Jacob Tremblay|Obsada@Roberts Julia|Scenariusz@Jack Thorne|Scenariusz@Steve Conrad|Muzyka@Marcelo Zarvos|Czas trwania [min]@113|Kraj produkcji@USA|Rok produkcji@2017|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Polskie|Dźwięk@Angielski 5.1 DTS-HD-MA|Dźwięk@Polski 5.1 DTS-HD-MA (dubbing)|Format obrazu@2.39:1|Format obrazu@16:9|Dodatkowo na płycie@zwiastun z piosenką Bea Miller „Brand New Eyes (z napisami polskimi);<p>Dla 10-letniego Auggiego nie ma niczego bardziej niezwykłego niż „zwykły dzień w szkole”. Urodzony z licznymi deformacjami twarzy, dotąd uczył się w domu pod okiem mamy. Teraz jednak, zaczynając 5 klasę w normalnej szkole, ma nadzieję, że koledzy potraktują go jak zwyczajnego chłopca. Jego wygląd sprawia jednak, że staje się szkolną sensacją, a dla wielu wręcz „dziwadłem”. Jedni się z niego śmieją, inni wytykają palcami, ale nikt tak naprawdę niczego o nim nie wie. Wszystko zacznie się zmieniać, gdy w szkole pojawi się nowa uczennica. Urocza Summer potrafi dostrzec w Auggiem coś więcej niż nietypowy wygląd. Wystarczy jeden przyjazny gest, jedna pomocna dłoń, by obudzić w chłopcu siłę, dzięki której będzie potrafił udowodnić, że nie tylko twarz czyni go kimś niezwykłym.</p>
111;Cudowny chłopak (DVD) + Książka;cudowny-chlopak-dvd-ksiazka;1005|1001|1000|1003|1008;8.122;7.31;Producent@Dasan|Tytuł oryginalny@Wonder|Gatunek@Dramat|Gatunek@Familijny|Gatunek@Komedia|Reżyseria@Chbosky Stephen|Obsada@Jacob Tremblay|Obsada@Roberts Julia|Scenariusz@Jack Thorne|Scenariusz@Steve Conrad|Muzyka@Marcelo Zarvos|Czas trwania [min]@109|Kraj produkcji@USA|Rok produkcji@2017|Nośnik@DVD|Liczba nośników@1|Napisy@Polskie|Dźwięk@Angielski 5.1 Dolby Digital|Dźwięk@Polski 5.1 Dolby Digital (lektor)|Format obrazu@16:9;<p>Dla 10-letniego Auggiego nie ma niczego bardziej niezwykłego niż „zwykły dzień w szkole”. Urodzony z licznymi deformacjami twarzy, dotąd uczył się w domu pod okiem mamy. Teraz jednak, zaczynając 5 klasę w normalnej szkole, ma nadzieję, że koledzy potraktują go jak zwyczajnego chłopca. Jego wygląd sprawia jednak, że staje się szkolną sensacją, a dla wielu wręcz „dziwadłem”. Jedni się z niego śmieją, inni wytykają palcami, ale nikt tak naprawdę niczego o nim nie wie. Wszystko zacznie się zmieniać, gdy w szkole pojawi się nowa uczennica. Urocza Summer potrafi dostrzec w Auggiem coś więcej niż nietypowy wygląd. Wystarczy jeden przyjazny gest, jedna pomocna dłoń, by obudzić w chłopcu siłę, dzięki której będzie potrafił udowodnić, że nie tylko twarz czyni go kimś niezwykłym.</p>
65;Cudowny świat kociąt (DVD);cudowny-swiat-kociat-dvd;1004|1001|1000;16.252;14.63;Producent@Best Film|Tytuł oryginalny@A wonderful world of kittens|Gatunek@Dokumentalny|Czas trwania [min]@100|Kraj produkcji@Wielka Brytania|Rok produkcji@2018|Nośnik@DVD|Liczba nośników@1|Napisy@Polskie|Dźwięk@Angielski 2.0 Dolby Digital|Dźwięk@Polski 2.0 Dolby Digital (lektor)|Format obrazu@16:9;<p>Ta magiczna seria prezentuje niezwykły świat kociąt w trakcie ich pierwszego roku życia. Z zapartym tchem śledzimy poczynania małych kotków, od momentu narodzin po pierwsze urodziny, kiedy to pozostawiają swoje rodzeństwo, by stać się członkiem nowej, ludzkiej rodziny.Oglądaj świat oczami maluchów i odkrywaj, że za ich słodkim wyglądem i sielskim życiem kryje się również świat pełen małych dramatów, nauki, wielkiej odwagi i miłości. Dzięki nowoczesnym rozwiązaniom technicznym ta urzekająca seria śledzi kociaki w kluczowych momentach pierwszego roku życia – wraz z nimi przeżywamy ich pierwsze samodzielne próby, upadki i sukcesy.</p>
64;Cudowny świat szczeniąt (DVD);cudowny-swiat-szczeniat-dvd;1004|1001|1000;16.252;14.63;Producent@Best Film|Tytuł oryginalny@A wonderful world of puppies|Gatunek@Dokumentalny|Czas trwania [min]@100|Kraj produkcji@Wielka Brytania|Rok produkcji@2018|Nośnik@DVD|Liczba nośników@1|Napisy@Polskie|Dźwięk@Angielski 2.0 Dolby Digital|Dźwięk@Polski 2.0 Dolby Digital (lektor)|Format obrazu@16:9;<p>Ta magiczna seria prezentuje niezwykły świat szczeniąt w trakcie ich pierwszego roku życia. Z zapartym tchem śledzimy poczynania piesków, od momentu narodzin po pierwsze urodziny, kiedy to pozostawiają swoje rodzeństwo, by stać się członkiem nowej, ludzkiej rodziny.Oglądaj świat oczami maluchów i odkrywaj, że za ich słodkim wyglądem i sielskim życiem kryje się również świat pełen małych dramatów, nauki, wielkiej odwagi i miłości. Dzięki nowoczesnym rozwiązaniom technicznym ta urzekająca seria śledzi szczeniaki w kluczowych momentach pierwszego roku życia – wraz z nimi przeżywamy ich pierwsze samodzielne próby, upadki i sukcesy.</p>
553;Czarna Pantera (BD) Kolekcja Marvel;czarna-pantera-bd-kolekcja-marvel;1014|1002|1000|1018;40.6423;36.58;Producent@Galapagos|Tytuł oryginalny@Black Panther|Gatunek@Akcja|Gatunek@Fantasy|Gatunek@Przygodowy|Reżyseria@Ryan Coogler|Obsada@Boseman Chadwick|Obsada@Nyong`o Lupita|Scenariusz@Joe Robert Cole|Scenariusz@Ryan Coogler|Muzyka@Ludwig Goransson|Czas trwania [min]@134|Seria@Kolekcja Marvel|Kraj produkcji@USA|Rok produkcji@2018|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie (dla niesłyszących)|Napisy@Polskie|Dźwięk@Angielski 7.1 DTS-HD-MA|Dźwięk@Polski 5.1 Dolby Digital (dubbing);<p>Hity Marvel Studios w nowym, kolekcjonerskim wydaniu. Gdy tragedia zmusza księcia T’Challę do objęcia tronu Wakandy, zostaje wystawiony na ciężką próbę, od której będzie zależał los jego ojczyzny i świata. Uwikłany w rodzinny konflikt, musi zebrać sojuszników i wyzwolić potęgę Czarnej Pantery, by pokonać wrogów i dołączyć do drużyny Avengers.</p>
109;Czarne bractwo. BlacKkKlansman (DVD);czarne-bractwo-blackkklansman-dvd;1005|1001|1000;6.4959;5.85;Producent@Filmostrada|Tytuł oryginalny@BlacKkKlansman|Gatunek@Biograficzny|Gatunek@Dramat|Gatunek@Kryminalny|Reżyseria@Lee Spike|Obsada@Adam Driver|Obsada@John David Washington|Scenariusz@Charlie Wachtel|Scenariusz@Spike Lee|Muzyka@Terence Blanchard|Czas trwania [min]@130|Kraj produkcji@USA|Rok produkcji@2018|Nośnik@DVD|Liczba nośników@1|Napisy@Angielskie|Napisy@Polskie|Napisy@Rosyjskie|Dźwięk@Angielski 5.1 Dolby Digital|Dźwięk@Polski 5.1 Dolby Digital (lektor)|Dźwięk@Rosyjski 5.1 Dolby Digital|Format obrazu@Anamorficzny|Format obrazu@Widescreen|Format obrazu@2.40:1|Format obrazu@16:9|Dodatkowo na płycie@Film Spike’a Lee Rozszerzony zwiastun filmu „Czarne bractwo. BklacKkKlansman” z piosenką „Mary Don’t You Weep” Prince’a|Region@2|Region@5;<p>Spike Lee, jeden ze współczesnych wizjonerów kina, przedstawia nieprawdopodobną, choć prawdziwą historię amerykańskiego bohatera. Na początku lat 70. Ron Stallworth (John David Washington) został pierwszym afroamerykańskim detektywem w policji Colorado Springs. Ambitny i zdecydowany, z brawurą podjął się niebezpiecznej misji infiltracji i zdemaskowania Ku Klux Klanu. Namówił bardziej doświadczonego kolegę, Flipa Zimmermana (Adam Driver), do podjęcia śledztwa pod przykryciem. Razem udało im się zniszczyć grupę ekstremistów i zwrócić uwagę opinii publicznej na problem rasizmu w kraju.Wyprodukowany przez ten sam zespół, który odpowiada za nagrodzony Oscarem ® przebój „Uciekaj!”, film „Czarne bractwo” proponuje bezkompromisowe spojrzenie na stosunki rasowe w Ameryce lat 70. – temat aktualny również współcześnie.</p>
597;Czarne święta (BD);czarne-swieta-bd;1015|1002|1000;69.7561;62.78;Producent@Filmostrada|Tytuł oryginalny@Black Christmas|Gatunek@Horror|Reżyseria@Sophia Takal|Obsada@Aleyse Shannon|Obsada@Poots Imogen|Scenariusz@April Wolfe|Scenariusz@Sophia Takal|Muzyka@Brooke Blair|Czas trwania [min]@92|Kraj produkcji@Nowa Zelandia|Kraj produkcji@USA|Rok produkcji@2019|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Angielskie|Napisy@Polskie|Napisy@Rosyjskie|Dźwięk@Angielski 5.1 DTS-HD-MA|Dźwięk@Polski 5.1 DTS|Dźwięk@Rosyjski 5.1 Dolby Digital|Format obrazu@16:9|Dodatkowo na płycie@sceny usunięte lub zmienione w montażu trafiłeś na Złe Siostry odświeżanie kultowej klasyki witajcie w Mu Kappa Epsilon komentarze twórców i jeszcze więcej!|Region@B;<p>Producent „Uciekaj!” i „Halloween” spojrzał po nowemu na klasyczny motyw kultowych horrorów, kiedy seryjny morderca pojawia się na studenckim kampusie. Hawthorne College pustoszeje na czas ferii, ale Riley Stone i inne członkinie bractwa Mu Kappa Epsilon postanowiły jeszcze uczcić Święta szeregiem szalonych imprez. Wtedy w kampusie pojawia się ukryty za czarną maską prześladowca, by mordować je jedna po drugiej. Gdy liczba ofiar rośnie, dziewczyny zadają sobie pytanie, czy mogą komukolwiek ufać. Wkrótce morderca – kimkolwiek by był – przekona się, że dzisiejsze młode kobiety nie zamierzają być niczyimi ofiarami.</p>
135;Czarnobyl (2DVD);czarnobyl-2dvd;1005|1001|1000;40.6423;36.58;Producent@Galapagos|Tytuł oryginalny@Chernobyl|Gatunek@Dramat|Reżyseria@Renck Johan|Obsada@Harris Jared|Obsada@Skarsgard Stellan|Scenariusz@Craig Mazin|Muzyka@Hildur Guðnadóttir|Czas trwania [min]@309|Kraj produkcji@USA|Kraj produkcji@Wielka Brytania|Rok produkcji@2019|Nośnik@DVD|Liczba nośników@2|Napisy@Angielskie|Napisy@Polskie|Dźwięk@Angielski 5.1 Dolby Digital|Dźwięk@Polski 5.1 Dolby Digital (lektor)|Format obrazu@16:9|Region@2;<p>Czarnobyl to porywający 5-odcinkowy mini serial produkcji HBO opowiadający przerażającą i szokującą historię najgorszej w dziejach katastrofy, do której doprowadził człowiek – potężnego wybuchu z 1986 roku w czarnobylskiej elektrowni atomowej na terenie ówczesnego Związku Radzieckiego. Chmura radioaktywna po wybuchu dotarła nie tylko nad Białoruś, Rosję i Ukrainę, ale nawet nad Skandynawię i Europę Zachodnią.Czarnobyl przedstawia to, co się działo od porannej eksplozji, ogromny chaos, śmierć w następnych dniach, tygodniach i miesiącach… Przeciwstawia też magnetyzującą odwagę i poświęcenie zwykłych ludzi wstrząsającej bezczynności urzędników starających się zrzucić z siebie winę i bagatelizować zagrożenie. W rolach głównych występują Jared Harris, Stellan Skarsgård i Emily Watson.</p>
517;Czarownica 2 (BR);czarownica-2-br;1014|1002|1000|1011;40.6423;36.58;Producent@Galapagos|Tytuł oryginalny@Maleficent: Mistress of Evil|Gatunek@Familijny|Gatunek@Fantasy|Reżyseria@Joachim Rønning|Obsada@Jolie Angelina|Obsada@Pfeiffer Michelle Marie|Scenariusz@Micah Fitzerman-Blue|Scenariusz@Noah Harpster|Muzyka@Geoff Zanelli|Czas trwania [min]@118|Kraj produkcji@USA|Rok produkcji@2019|Nośnik@Blu-ray|Liczba nośników@1|Napisy@Polskie|Dźwięk@Angielski 7.1 DTS-HD-MA|Dźwięk@Polski 5.1 Dolby Digital (dubbing);<p>„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.</p>
